win,threshold,hand
1,18,"Ten of Diamonds||Queen of Hearts||(20 points)"
1,18,"Ace of Hearts||Ten of Hearts||(11 or 21 points)"
1,18,"Ten of Hearts||Nigh of Spades||(19 points)"
1,18,"Jack of Hearts||Nigh of Hearts||(19 points)"
1,18,"Ace of Spades||Ten of Diamonds||(11 or 21 points)"
1,18,"Ace of Clubs||Four of Hearts||Nigh of Hearts||(14 or 24 points)"
0,18,"Ten of Diamonds||Three of Spades||Nigh of Diamonds||(22 points)"
0,18,"Seven of Hearts||Seven of Clubs||Three of Hearts||Eight of Spades||(25 points)"
0,18,"Five of Clubs||Six of Diamonds||Jack of Clubs||(21 points)"
1,18,"Queen of Diamonds||Nigh of Diamonds||(19 points)"
1,18,"Two of Hearts||Three of Diamonds||Six of Diamonds||Ten of Diamonds||(21 points)"
0,18,"Two of Hearts||Ten of Diamonds||Ten of Hearts||(22 points)"
0,18,"Four of Diamonds||Seven of Diamonds||Four of Clubs||Six of Hearts||(21 points)"
0,18,"Queen of Diamonds||Eight of Spades||Nigh of Clubs||(27 points)"
0,18,"Three of Diamonds||Nigh of Hearts||Queen of Hearts||(22 points)"
1,18,"Ace of Spades||Nigh of Diamonds||(10 or 20 points)"
0,18,"King of Diamonds||Five of Hearts||Four of Clubs||(19 points)"
0,18,"Seven of Hearts||Seven of Spades||Nigh of Clubs||(23 points)"
0,18,"Seven of Hearts||Ten of Clubs||Six of Clubs||(23 points)"
0,18,"Queen of Diamonds||Jack of Clubs||(20 points)"
0,18,"Three of Hearts||Queen of Hearts||Nigh of Hearts||(22 points)"
1,18,"Ace of Hearts||Jack of Hearts||(11 or 21 points)"
0,18,"Nigh of Diamonds||Seven of Hearts||Six of Clubs||(22 points)"
0,18,"Four of Spades||Eight of Spades||Ten of Spades||(22 points)"
1,18,"Ace of Hearts||Seven of Hearts||Queen of Hearts||(18 or 28 points)"
0,18,"Five of Diamonds||Queen of Spades||Three of Spades||Jack of Clubs||(28 points)"
0,18,"Five of Diamonds||Three of Spades||Ace of Spades||(9 or 19 points)"
0,18,"Seven of Diamonds||King of Diamonds||Seven of Hearts||(24 points)"
0,18,"Nigh of Spades||Queen of Hearts||(19 points)"
0,18,"Six of Spades||Nigh of Hearts||Nigh of Clubs||(24 points)"
1,18,"Three of Spades||Queen of Diamonds||Seven of Hearts||(20 points)"
1,18,"Three of Spades||Ace of Spades||Seven of Hearts||(11 or 21 points)"
0,18,"Three of Hearts||Ace of Hearts||Four of Hearts||Five of Spades||(13 or 23 points)"
1,18,"Four of Spades||Ace of Hearts||Jack of Clubs||(15 or 25 points)"
1,18,"Six of Clubs||Ace of Clubs||Ace of Diamonds||(8, 8, 8 or 28 points)"
0,18,"Two of Clubs||Nigh of Diamonds||Three of Spades||Ten of Spades||(24 points)"
1,18,"Queen of Diamonds||Ace of Spades||(11 or 21 points)"
0,18,"Queen of Clubs||Eight of Spades||Six of Diamonds||(24 points)"
0,18,"Two of Spades||Five of Diamonds||Six of Spades||Jack of Hearts||(23 points)"
0,18,"Ten of Clubs||Jack of Hearts||(20 points)"
1,18,"Ace of Hearts||King of Hearts||(11 or 21 points)"
1,18,"Ace of Clubs||Two of Diamonds||Ace of Diamonds||(4, 4, 4 or 24 points)"
0,18,"Four of Diamonds||King of Spades||Jack of Diamonds||(24 points)"
0,18,"Five of Diamonds||Four of Clubs||Six of Clubs||King of Spades||(25 points)"
1,18,"King of Hearts||Ace of Hearts||(11 or 21 points)"
1,18,"Two of Hearts||Queen of Clubs||Ace of Spades||(13 or 23 points)"
1,18,"Nigh of Diamonds||Ten of Spades||(19 points)"
1,18,"Ten of Spades||King of Diamonds||(20 points)"
1,18,"Jack of Diamonds||King of Spades||(20 points)"
1,18,"Ace of Spades||Seven of Clubs||Ten of Spades||(18 or 28 points)"
1,18,"Six of Diamonds||King of Clubs||Two of Clubs||Two of Spades||(20 points)"
1,18,"Jack of Clubs||Three of Spades||Eight of Spades||(21 points)"
0,18,"Seven of Hearts||Ten of Diamonds||Eight of Hearts||(25 points)"
1,18,"Jack of Clubs||King of Clubs||(20 points)"
0,18,"Five of Diamonds||Eight of Clubs||Queen of Diamonds||(23 points)"
0,18,"Three of Diamonds||Three of Spades||Three of Clubs||Queen of Diamonds||(19 points)"
1,18,"King of Hearts||Ace of Hearts||(11 or 21 points)"
0,18,"Seven of Spades||Ten of Diamonds||Seven of Hearts||(24 points)"
1,18,"Four of Spades||Five of Diamonds||Queen of Hearts||(19 points)"
0,18,"Two of Clubs||Nigh of Hearts||Seven of Clubs||Three of Diamonds||(21 points)"
0,18,"Jack of Diamonds||Ten of Hearts||(20 points)"
1,18,"Jack of Diamonds||Nigh of Spades||(19 points)"
0,18,"Five of Hearts||Two of Spades||Three of Diamonds||Four of Clubs||Nigh of Clubs||(23 points)"
0,18,"King of Diamonds||Six of Hearts||Eight of Hearts||(24 points)"
0,18,"Five of Diamonds||Nigh of Diamonds||Ten of Hearts||(24 points)"
0,18,"Seven of Diamonds||Nigh of Diamonds||Ace of Diamonds||(17 or 27 points)"
1,18,"Jack of Clubs||Ten of Hearts||(20 points)"
0,18,"Seven of Diamonds||Ace of Hearts||Four of Hearts||(12 or 22 points)"
0,18,"Five of Diamonds||Nigh of Clubs||King of Hearts||(24 points)"
0,18,"Five of Clubs||King of Spades||Three of Diamonds||Seven of Diamonds||(25 points)"
0,18,"Ten of Diamonds||Three of Clubs||Two of Diamonds||Queen of Spades||(25 points)"
0,18,"Nigh of Spades||Six of Diamonds||Eight of Spades||(23 points)"
1,18,"Ace of Diamonds||Eight of Hearts||(9 or 19 points)"
0,18,"Eight of Spades||King of Hearts||Four of Diamonds||(22 points)"
0,18,"Queen of Clubs||Five of Hearts||King of Hearts||(25 points)"
1,18,"Jack of Diamonds||Ten of Clubs||(20 points)"
1,18,"Six of Diamonds||Eight of Diamonds||Five of Hearts||(19 points)"
0,18,"Five of Clubs||Six of Spades||Six of Diamonds||Seven of Spades||(24 points)"
1,18,"Queen of Clubs||Eight of Hearts||Two of Hearts||(20 points)"
1,18,"Jack of Clubs||Eight of Hearts||Two of Hearts||(20 points)"
1,18,"Ace of Spades||Nigh of Diamonds||(10 or 20 points)"
1,18,"Three of Hearts||Seven of Diamonds||Ace of Diamonds||(11 or 21 points)"
1,18,"Nigh of Clubs||Ace of Diamonds||(10 or 20 points)"
0,18,"Three of Spades||Ten of Spades||Ace of Clubs||(14 or 24 points)"
0,18,"Seven of Hearts||Eight of Hearts||Seven of Spades||(22 points)"
1,18,"Nigh of Diamonds||King of Clubs||(19 points)"
0,18,"Two of Hearts||Jack of Spades||King of Spades||(22 points)"
0,18,"Nigh of Spades||Queen of Spades||(19 points)"
0,18,"Six of Clubs||Queen of Spades||Seven of Spades||(23 points)"
0,18,"Five of Clubs||Nigh of Clubs||Ace of Clubs||(15 or 25 points)"
0,18,"Nigh of Spades||Ten of Diamonds||(19 points)"
0,18,"Six of Diamonds||King of Spades||Queen of Diamonds||(26 points)"
1,18,"Three of Hearts||Eight of Clubs||King of Spades||(21 points)"
1,18,"Nigh of Clubs||Ace of Hearts||(10 or 20 points)"
0,18,"Queen of Diamonds||Eight of Clubs||Nigh of Clubs||(27 points)"
1,18,"King of Diamonds||King of Clubs||(20 points)"
1,18,"Ace of Clubs||Three of Spades||Two of Clubs||Five of Hearts||(11 or 21 points)"
0,18,"Eight of Clubs||Seven of Hearts||Four of Clubs||(19 points)"
1,18,"Ten of Hearts||Ten of Diamonds||(20 points)"
1,18,"Ace of Hearts||Seven of Hearts||Three of Hearts||(11 or 21 points)"
0,18,"Six of Spades||Jack of Clubs||Seven of Spades||(23 points)"
1,18,"Three of Clubs||Eight of Diamonds||King of Spades||(21 points)"
0,18,"Six of Diamonds||Ten of Spades||Two of Clubs||Four of Diamonds||(22 points)"
1,18,"Queen of Diamonds||Two of Diamonds||Ace of Clubs||(13 or 23 points)"
0,18,"Ten of Diamonds||Seven of Hearts||Nigh of Diamonds||(26 points)"
0,18,"Four of Clubs||Queen of Diamonds||Four of Diamonds||Ten of Spades||(28 points)"
0,18,"Jack of Spades||Three of Clubs||King of Diamonds||(23 points)"
0,18,"Queen of Diamonds||Ten of Spades||(20 points)"
0,18,"Ten of Diamonds||Two of Spades||Two of Diamonds||Nigh of Diamonds||(23 points)"
0,18,"Five of Diamonds||Six of Clubs||Five of Spades||Nigh of Hearts||(25 points)"
0,18,"Queen of Hearts||Ten of Diamonds||(20 points)"
1,18,"Two of Hearts||Three of Spades||Seven of Spades||Seven of Clubs||(19 points)"
1,18,"Eight of Hearts||Ace of Diamonds||(9 or 19 points)"
1,18,"Queen of Spades||King of Spades||(20 points)"
0,18,"Jack of Clubs||Two of Spades||Ace of Spades||(13 or 23 points)"
1,18,"Ace of Diamonds||Nigh of Diamonds||(10 or 20 points)"
0,18,"Nigh of Diamonds||Five of Clubs||Three of Clubs||Ten of Clubs||(27 points)"
1,18,"Queen of Hearts||Two of Spades||Nigh of Hearts||(21 points)"
1,18,"Two of Clubs||Eight of Spades||Two of Diamonds||Nigh of Clubs||(21 points)"
1,18,"Eight of Clubs||Ace of Spades||(9 or 19 points)"
0,18,"Three of Spades||Eight of Spades||Six of Hearts||Queen of Clubs||(27 points)"
0,18,"Ace of Diamonds||Six of Hearts||Jack of Clubs||(17 or 27 points)"
0,18,"Three of Clubs||Ace of Diamonds||Seven of Hearts||(11 or 21 points)"
0,18,"Four of Spades||Jack of Clubs||Jack of Hearts||(24 points)"
0,18,"Eight of Hearts||Queen of Clubs||Ten of Diamonds||(28 points)"
1,18,"Nigh of Diamonds||Jack of Spades||(19 points)"
1,18,"King of Spades||Nigh of Hearts||(19 points)"
0,18,"Queen of Spades||Three of Hearts||Eight of Hearts||(21 points)"
1,18,"Three of Clubs||Seven of Diamonds||Ace of Clubs||(11 or 21 points)"
0,18,"Seven of Spades||Five of Spades||Queen of Clubs||(22 points)"
0,18,"Four of Clubs||Six of Spades||Nigh of Hearts||(19 points)"
0,18,"Eight of Hearts||Six of Clubs||Jack of Hearts||(24 points)"
1,18,"Five of Clubs||Six of Diamonds||Ace of Clubs||(12 or 22 points)"
0,18,"Eight of Clubs||Queen of Diamonds||Jack of Spades||(28 points)"
0,18,"Eight of Hearts||Jack of Spades||Five of Hearts||(23 points)"
1,18,"Eight of Diamonds||Ace of Diamonds||(9 or 19 points)"
1,18,"Four of Clubs||Eight of Clubs||Six of Clubs||Two of Spades||(20 points)"
0,18,"Six of Spades||Three of Spades||Ten of Hearts||(19 points)"
0,18,"Three of Spades||Six of Spades||Five of Clubs||Ten of Spades||(24 points)"
0,18,"Nigh of Diamonds||Six of Spades||Three of Hearts||Five of Spades||(23 points)"
0,18,"Five of Clubs||Four of Spades||King of Spades||(19 points)"
0,18,"Six of Hearts||Two of Diamonds||Two of Hearts||Nigh of Diamonds||(19 points)"
0,18,"Eight of Diamonds||Four of Diamonds||Five of Hearts||Ten of Clubs||(27 points)"
1,18,"Ten of Spades||Six of Hearts||Four of Spades||(20 points)"
1,18,"Three of Hearts||Seven of Spades||Nigh of Diamonds||(19 points)"
0,18,"Five of Diamonds||Three of Diamonds||Queen of Diamonds||Six of Diamonds||(24 points)"
1,18,"Three of Clubs||Seven of Hearts||Ten of Clubs||(20 points)"
0,18,"Five of Hearts||Nigh of Hearts||Eight of Spades||(22 points)"
0,18,"Three of Diamonds||Six of Hearts||Nigh of Clubs||Queen of Spades||(28 points)"
0,18,"Nigh of Clubs||Three of Spades||Queen of Clubs||(22 points)"
0,18,"Five of Spades||Six of Spades||Nigh of Diamonds||(20 points)"
0,18,"Five of Diamonds||Two of Spades||Nigh of Clubs||King of Hearts||(26 points)"
1,18,"Six of Spades||Eight of Hearts||Ace of Clubs||(15 or 25 points)"
0,18,"Nigh of Spades||King of Clubs||(19 points)"
1,18,"King of Clubs||Jack of Hearts||(20 points)"
1,18,"Two of Spades||Nigh of Clubs||Jack of Clubs||(21 points)"
0,18,"Two of Spades||Seven of Spades||Three of Spades||Queen of Hearts||(22 points)"
1,18,"Six of Clubs||Queen of Diamonds||Five of Spades||(21 points)"
1,18,"Jack of Diamonds||Six of Hearts||Four of Clubs||(20 points)"
0,18,"Five of Hearts||Seven of Diamonds||Four of Diamonds||Eight of Hearts||(24 points)"
1,18,"Four of Spades||Five of Diamonds||Queen of Clubs||(19 points)"
0,18,"King of Spades||King of Diamonds||(20 points)"
0,18,"Seven of Clubs||Seven of Diamonds||Four of Hearts||Jack of Hearts||(28 points)"
0,18,"Three of Clubs||Jack of Clubs||Four of Hearts||Six of Spades||(23 points)"
0,18,"Three of Hearts||Six of Clubs||Two of Hearts||Three of Spades||Ten of Diamonds||(24 points)"
0,18,"Three of Diamonds||Five of Spades||Two of Clubs||Two of Hearts||Queen of Clubs||(22 points)"
1,18,"Ace of Spades||Three of Spades||Ten of Diamonds||(14 or 24 points)"
0,18,"Seven of Diamonds||Queen of Diamonds||Ten of Spades||(27 points)"
0,18,"Seven of Diamonds||Jack of Clubs||Nigh of Hearts||(26 points)"
1,18,"Queen of Spades||Eight of Spades||Ace of Hearts||(19 or 29 points)"
0,18,"Ace of Diamonds||Eight of Diamonds||(9 or 19 points)"
0,18,"Jack of Spades||Queen of Clubs||(20 points)"
1,18,"Jack of Clubs||King of Hearts||(20 points)"
0,18,"Ten of Clubs||Eight of Hearts||King of Clubs||(28 points)"
1,18,"Four of Diamonds||Queen of Hearts||Four of Hearts||Two of Hearts||(20 points)"
0,18,"Three of Diamonds||Five of Hearts||Four of Diamonds||Jack of Spades||(22 points)"
0,18,"Three of Spades||Ten of Clubs||Eight of Spades||(21 points)"
1,18,"King of Clubs||Ace of Diamonds||(11 or 21 points)"
0,18,"Two of Spades||Nigh of Spades||Nigh of Hearts||(20 points)"
0,18,"Two of Hearts||Queen of Hearts||Queen of Clubs||(22 points)"
0,18,"Two of Spades||Eight of Spades||Six of Clubs||Nigh of Hearts||(25 points)"
0,18,"Three of Spades||Four of Diamonds||Seven of Diamonds||Queen of Hearts||(24 points)"
0,18,"Five of Diamonds||Ace of Spades||Ten of Clubs||(16 or 26 points)"
1,18,"Ten of Spades||Two of Diamonds||Three of Hearts||Five of Diamonds||(20 points)"
1,18,"Ace of Spades||Three of Hearts||Three of Clubs||Four of Diamonds||(11 or 21 points)"
0,18,"Seven of Clubs||Ten of Diamonds||Jack of Diamonds||(27 points)"
0,18,"Three of Clubs||Four of Diamonds||Jack of Diamonds||Eight of Diamonds||(25 points)"
0,18,"Seven of Spades||Two of Clubs||Nigh of Diamonds||Four of Diamonds||(22 points)"
0,18,"Six of Clubs||Three of Clubs||Ten of Clubs||(19 points)"
1,18,"Eight of Hearts||King of Hearts||Ace of Clubs||(19 or 29 points)"
1,18,"Six of Diamonds||Ace of Diamonds||Three of Clubs||(10 or 20 points)"
1,18,"Three of Diamonds||Four of Spades||Two of Spades||Seven of Hearts||Three of Spades||(19 points)"
1,18,"Jack of Hearts||Jack of Clubs||(20 points)"
0,18,"Two of Hearts||Three of Spades||Jack of Spades||Jack of Diamonds||(25 points)"
1,18,"Nigh of Hearts||Ace of Hearts||(10 or 20 points)"
0,18,"Ten of Spades||Ten of Hearts||(20 points)"
0,18,"Six of Clubs||Jack of Hearts||Jack of Spades||(26 points)"
0,18,"Three of Spades||Six of Diamonds||Five of Spades||Jack of Spades||(24 points)"
1,18,"Two of Spades||King of Diamonds||Nigh of Spades||(21 points)"
0,18,"Five of Hearts||Ten of Clubs||Two of Spades||Five of Spades||(22 points)"
1,18,"Seven of Spades||Ace of Diamonds||Three of Diamonds||(11 or 21 points)"
0,18,"Jack of Clubs||Five of Hearts||Jack of Spades||(25 points)"
0,18,"Four of Diamonds||Two of Diamonds||Eight of Spades||Nigh of Diamonds||(23 points)"
0,18,"Seven of Diamonds||Five of Spades||Four of Hearts||Jack of Spades||(26 points)"
0,18,"Six of Spades||Six of Hearts||Queen of Hearts||(22 points)"
1,18,"Eight of Hearts||Four of Diamonds||Ace of Clubs||(13 or 23 points)"
0,18,"Three of Spades||Ten of Hearts||Ten of Diamonds||(23 points)"
0,18,"Four of Clubs||Jack of Clubs||Six of Spades||(20 points)"
0,18,"Four of Diamonds||Five of Spades||Eight of Spades||King of Clubs||(27 points)"
0,18,"Five of Diamonds||Jack of Spades||King of Spades||(25 points)"
0,18,"Two of Diamonds||Two of Clubs||Four of Spades||King of Clubs||Four of Diamonds||(22 points)"
0,18,"Queen of Clubs||Three of Clubs||Three of Diamonds||Six of Clubs||(22 points)"
1,18,"Six of Spades||Three of Clubs||King of Hearts||(19 points)"
0,18,"Four of Diamonds||Jack of Diamonds||Four of Hearts||Nigh of Spades||(27 points)"
1,18,"Ace of Diamonds||Seven of Hearts||Jack of Spades||(18 or 28 points)"
0,18,"Jack of Spades||Eight of Diamonds||King of Spades||(28 points)"
1,18,"Nigh of Hearts||Nigh of Clubs||Two of Hearts||(20 points)"
0,18,"Ten of Clubs||Five of Spades||Two of Diamonds||Five of Hearts||(22 points)"
1,18,"Ace of Spades||Jack of Hearts||(11 or 21 points)"
0,18,"Three of Hearts||Ten of Hearts||Three of Clubs||Nigh of Clubs||(25 points)"
0,18,"Ace of Diamonds||Two of Clubs||Four of Spades||Nigh of Hearts||(16 or 26 points)"
1,18,"Ace of Spades||Ten of Spades||(11 or 21 points)"
1,18,"Ten of Hearts||Seven of Diamonds||Ace of Hearts||(18 or 28 points)"
1,18,"Ace of Diamonds||Three of Hearts||Seven of Hearts||(11 or 21 points)"
1,18,"Nigh of Hearts||King of Diamonds||(19 points)"
1,18,"Three of Diamonds||Eight of Diamonds||Ace of Hearts||(12 or 22 points)"
0,18,"Ten of Spades||Four of Diamonds||King of Diamonds||(24 points)"
1,18,"Ten of Clubs||Seven of Diamonds||Ace of Clubs||(18 or 28 points)"
0,18,"Eight of Diamonds||Jack of Clubs||Ten of Clubs||(28 points)"
0,18,"Six of Clubs||Six of Diamonds||Ten of Spades||(22 points)"
1,18,"Five of Clubs||Three of Clubs||Ace of Spades||(9 or 19 points)"
0,18,"Ten of Diamonds||Three of Hearts||Three of Clubs||King of Spades||(26 points)"
0,18,"Eight of Spades||King of Spades||Nigh of Clubs||(27 points)"
1,18,"Ace of Diamonds||Jack of Clubs||(11 or 21 points)"
0,18,"Four of Spades||Nigh of Spades||Four of Diamonds||Ten of Hearts||(27 points)"
0,18,"Two of Clubs||Six of Hearts||Eight of Diamonds||Three of Clubs||(19 points)"
1,18,"Three of Spades||Eight of Hearts||Queen of Spades||(21 points)"
0,18,"King of Hearts||Two of Clubs||Six of Hearts||Nigh of Hearts||(27 points)"
0,18,"Ten of Clubs||Nigh of Spades||(19 points)"
0,18,"Eight of Hearts||Four of Hearts||Three of Diamonds||Nigh of Hearts||(24 points)"
0,18,"Six of Diamonds||Three of Clubs||Queen of Hearts||(19 points)"
0,18,"King of Clubs||Four of Spades||Three of Hearts||Jack of Diamonds||(27 points)"
0,18,"Ace of Clubs||Eight of Diamonds||(9 or 19 points)"
0,18,"Three of Spades||Four of Spades||Two of Clubs||Three of Hearts||King of Hearts||(22 points)"
1,18,"Nigh of Hearts||Two of Hearts||Two of Clubs||Eight of Diamonds||(21 points)"
0,18,"Seven of Clubs||Nigh of Hearts||Four of Spades||(20 points)"
1,18,"Three of Diamonds||Ace of Hearts||Ten of Hearts||(14 or 24 points)"
0,18,"Jack of Clubs||Eight of Clubs||Queen of Spades||(28 points)"
1,18,"Six of Clubs||Six of Hearts||Eight of Clubs||(20 points)"
1,18,"Ace of Clubs||Five of Hearts||Nigh of Hearts||(15 or 25 points)"
1,18,"Jack of Clubs||Ace of Spades||(11 or 21 points)"
1,18,"Four of Hearts||Nigh of Hearts||Eight of Spades||(21 points)"
0,18,"Nigh of Spades||Ten of Diamonds||(19 points)"
0,18,"Jack of Diamonds||Three of Diamonds||Queen of Diamonds||(23 points)"
0,18,"Ten of Hearts||Six of Diamonds||Jack of Hearts||(26 points)"
1,18,"Eight of Spades||Ace of Clubs||(9 or 19 points)"
1,18,"Ace of Spades||Nigh of Hearts||(10 or 20 points)"
0,18,"Jack of Diamonds||Five of Diamonds||Nigh of Diamonds||(24 points)"
1,18,"Nigh of Spades||Six of Diamonds||Ace of Diamonds||(16 or 26 points)"
1,19,"Eight of Diamonds||Jack of Hearts||Ace of Spades||(19 or 29 points)"
1,19,"Jack of Hearts||King of Hearts||(20 points)"
0,19,"Nigh of Spades||Five of Clubs||Jack of Diamonds||(24 points)"
0,19,"Four of Diamonds||Jack of Hearts||Queen of Clubs||(24 points)"
0,19,"Six of Diamonds||Four of Hearts||Six of Spades||Queen of Clubs||(26 points)"
1,19,"Two of Diamonds||Three of Clubs||King of Spades||Five of Hearts||(20 points)"
0,19,"Six of Clubs||King of Clubs||Nigh of Spades||(25 points)"
1,19,"King of Hearts||Ace of Hearts||(11 or 21 points)"
0,19,"Ten of Hearts||Four of Spades||Nigh of Diamonds||(23 points)"
1,19,"Five of Diamonds||Six of Hearts||Jack of Spades||(21 points)"
1,19,"Queen of Spades||Ace of Spades||(11 or 21 points)"
1,19,"Queen of Hearts||King of Spades||(20 points)"
1,19,"Nigh of Spades||Ace of Diamonds||(10 or 20 points)"
0,19,"Six of Spades||Ten of Clubs||Jack of Hearts||(26 points)"
1,19,"Queen of Spades||Three of Clubs||Four of Clubs||Ace of Diamonds||(18 or 28 points)"
1,19,"Ace of Clubs||Two of Diamonds||Queen of Hearts||(13 or 23 points)"
1,19,"Four of Hearts||Ace of Clubs||Six of Spades||(11 or 21 points)"
1,19,"King of Clubs||Eight of Spades||Three of Diamonds||(21 points)"
0,19,"Five of Spades||Queen of Diamonds||Three of Spades||Nigh of Hearts||(27 points)"
1,19,"Ten of Spades||King of Diamonds||(20 points)"
1,19,"Three of Diamonds||Three of Spades||Three of Clubs||Two of Clubs||Jack of Clubs||(21 points)"
0,19,"King of Spades||Four of Hearts||Jack of Clubs||(24 points)"
1,19,"Jack of Spades||Ace of Hearts||(11 or 21 points)"
0,19,"Two of Hearts||Five of Clubs||Six of Spades||Six of Hearts||Jack of Hearts||(29 points)"
1,19,"Four of Diamonds||Two of Hearts||Four of Hearts||Jack of Diamonds||(20 points)"
0,19,"Nigh of Diamonds||Five of Hearts||Ten of Diamonds||(24 points)"
0,19,"Two of Clubs||Four of Hearts||Eight of Diamonds||Four of Spades||Six of Clubs||(24 points)"
0,19,"Seven of Spades||Seven of Clubs||Queen of Diamonds||(24 points)"
0,19,"Seven of Clubs||Six of Diamonds||Nigh of Diamonds||(22 points)"
0,19,"Five of Clubs||Eight of Diamonds||Nigh of Clubs||(22 points)"
1,19,"Two of Hearts||Nigh of Clubs||Four of Hearts||Five of Clubs||(20 points)"
0,19,"Nigh of Diamonds||Five of Spades||Eight of Hearts||(22 points)"
1,19,"Jack of Clubs||Queen of Diamonds||(20 points)"
0,19,"Jack of Spades||Four of Diamonds||Seven of Diamonds||(21 points)"
1,19,"Ace of Hearts||Two of Clubs||Two of Diamonds||Four of Hearts||Three of Clubs||(12 or 22 points)"
0,19,"Ten of Spades||Two of Spades||King of Hearts||(22 points)"
0,19,"Nigh of Spades||Four of Clubs||Nigh of Hearts||(22 points)"
0,19,"Six of Spades||King of Clubs||Ten of Hearts||(26 points)"
1,19,"Two of Clubs||Two of Spades||Six of Diamonds||Three of Hearts||Ace of Hearts||(14 or 24 points)"
0,19,"Queen of Diamonds||Six of Clubs||Six of Spades||(22 points)"
1,19,"Ten of Diamonds||Ace of Diamonds||(11 or 21 points)"
0,19,"Three of Clubs||Queen of Hearts||Queen of Spades||(23 points)"
0,19,"Eight of Clubs||King of Spades||Five of Diamonds||(23 points)"
0,19,"Jack of Hearts||Three of Diamonds||Nigh of Diamonds||(22 points)"
0,19,"Six of Diamonds||Ten of Clubs||Eight of Clubs||(24 points)"
0,19,"Nigh of Clubs||Four of Spades||Seven of Spades||(20 points)"
0,19,"Ten of Diamonds||Five of Clubs||Jack of Hearts||(25 points)"
0,19,"Queen of Hearts||Seven of Clubs||Two of Clubs||Four of Clubs||(23 points)"
0,19,"Five of Diamonds||King of Spades||Eight of Diamonds||(23 points)"
0,19,"Two of Clubs||Ten of Hearts||Four of Hearts||Queen of Hearts||(26 points)"
0,19,"Four of Spades||Jack of Clubs||Four of Hearts||Seven of Spades||(25 points)"
0,19,"Ten of Hearts||Five of Clubs||Four of Diamonds||Nigh of Hearts||(28 points)"
0,19,"Two of Spades||Nigh of Spades||Ten of Diamonds||(21 points)"
1,19,"Jack of Clubs||King of Clubs||(20 points)"
0,19,"King of Diamonds||Eight of Diamonds||Eight of Spades||(26 points)"
0,19,"Queen of Spades||Jack of Diamonds||(20 points)"
1,19,"Two of Hearts||Queen of Hearts||Ace of Diamonds||(13 or 23 points)"
1,19,"Ace of Hearts||Two of Spades||Six of Clubs||Five of Spades||(14 or 24 points)"
0,19,"Six of Hearts||Six of Diamonds||Three of Hearts||Nigh of Hearts||(24 points)"
0,19,"Six of Diamonds||King of Hearts||Nigh of Diamonds||(25 points)"
0,19,"Six of Spades||Four of Spades||Ace of Clubs||(11 or 21 points)"
0,19,"Three of Spades||Five of Diamonds||Queen of Hearts||Jack of Spades||(28 points)"
0,19,"Ten of Clubs||Five of Hearts||Eight of Clubs||(23 points)"
1,19,"Two of Clubs||Nigh of Diamonds||King of Spades||(21 points)"
0,19,"Four of Spades||Five of Diamonds||Seven of Spades||Jack of Spades||(26 points)"
1,19,"Jack of Clubs||Jack of Spades||(20 points)"
0,19,"Nigh of Clubs||Three of Spades||Three of Hearts||Nigh of Hearts||(24 points)"
1,19,"Five of Clubs||Queen of Diamonds||Six of Diamonds||(21 points)"
1,19,"Jack of Clubs||Two of Spades||Two of Clubs||Three of Clubs||Four of Clubs||(21 points)"
0,19,"Six of Diamonds||King of Hearts||Three of Spades||Nigh of Diamonds||(28 points)"
1,19,"Two of Hearts||Eight of Clubs||Six of Hearts||Five of Spades||(21 points)"
0,19,"Five of Hearts||Queen of Spades||Seven of Spades||(22 points)"
1,19,"Six of Diamonds||Nigh of Spades||Three of Hearts||Ace of Spades||(19 or 29 points)"
0,19,"Eight of Spades||Queen of Clubs||Seven of Clubs||(25 points)"
1,19,"Four of Hearts||Three of Spades||Ten of Spades||Ace of Diamonds||(18 or 28 points)"
1,19,"Jack of Clubs||Ten of Diamonds||(20 points)"
1,19,"Jack of Spades||Two of Clubs||Eight of Hearts||(20 points)"
0,19,"Two of Diamonds||Three of Hearts||Queen of Hearts||Three of Diamonds||Six of Clubs||(24 points)"
1,19,"Ace of Hearts||Six of Hearts||Seven of Spades||(14 or 24 points)"
0,19,"Queen of Diamonds||Four of Spades||Eight of Clubs||(22 points)"
1,19,"Ten of Clubs||Ace of Hearts||(11 or 21 points)"
0,19,"Jack of Spades||Seven of Spades||Queen of Clubs||(27 points)"
0,19,"Four of Clubs||Ten of Hearts||Five of Spades||Seven of Hearts||(26 points)"
0,19,"Seven of Clubs||King of Clubs||Seven of Hearts||(24 points)"
1,19,"Seven of Diamonds||Queen of Hearts||Ace of Diamonds||(18 or 28 points)"
0,19,"Six of Clubs||King of Diamonds||Eight of Spades||(24 points)"
0,19,"Eight of Clubs||King of Diamonds||Five of Clubs||(23 points)"
0,19,"Three of Spades||Four of Hearts||Eight of Diamonds||Jack of Hearts||(25 points)"
0,19,"Five of Spades||Five of Hearts||Six of Hearts||Nigh of Diamonds||(25 points)"
1,19,"Six of Spades||Four of Hearts||Ace of Spades||(11 or 21 points)"
1,19,"Four of Diamonds||Eight of Clubs||Six of Diamonds||Two of Spades||(20 points)"
0,19,"Four of Diamonds||Five of Clubs||Jack of Clubs||Nigh of Spades||(28 points)"
0,19,"King of Spades||Four of Spades||Four of Diamonds||Nigh of Clubs||(27 points)"
